name,slug,released,genre,rating,metacritic
Sapphiric Rock Dodgers,sapphiric-rock-dodgers,2020-02-18,Strategy,0.0,
2020: A Space Odyssey (Lucho Hubanov),2020-a-space-odyssey-lucho-hubanov,2020-02-18,Adventure,0.0,
Sherbbs Breakout,sherbbs-breakout,2020-02-19,Action,0.0,
pig(beta),pigbeta,2020-02-18,Platformer,0.0,
The Westing Game Game,the-westing-game-game,2020-02-19,none,0.0,
AveL,avel,2020-02-18,Platformer,0.0,
Untitled Cube Game,untitled-cube-game,2020-02-18,Platformer,0.0,
Jocu lu edi,jocu-lu-edi,2020-02-18,Platformer,0.0,
Illuminati Stuff,illuminati-stuff,2020-02-18,none,0.0,
Knight Light (IsoRen),knight-light-isoren,2020-02-18,Platformer,0.0,
attack of the shell,attack-of-the-shell,2020-02-18,Fighting,0.0,
Reach The Door,reach-the-door,2020-02-18,Platformer,0.0,
Vocabulary Game,vocabulary-game,2020-02-18,Educational,0.0,
Incredible Stickman,incredible-stickman,2020-02-18,Platformer,0.0,
Kitty Get The Milk,kitty-get-the-milk,2020-02-18,none,0.0,
Defend X Kill,defend-x-kill,2020-02-18,Platformer,0.0,
Guardians of Konterah,guardians-of-konterah,2020-02-18,Action,0.0,
Trials of Imorah,trials-of-imorah,2020-02-17,Platformer,0.0,
Rewind (itch) (Twingamerz06(New Account)),rewind-itch-twingamerz06new-account,2020-02-17,none,0.0,
Bee Rave 7100,bee-rave-7100,2020-02-17,Simulation,0.0,
All Clear (itch),all-clear-itch,2020-02-17,Strategy,0.0,
infinibounce,infinibounce,2020-02-17,none,0.0,
Molecular,molecular,2020-02-17,Simulation,0.0,
Arcade Invasion (Alpha),arcade-invasion-alpha,2020-02-17,Shooter,0.0,
Scrambled Picture Game Black Astronauts,scrambled-picture-game-black-astronauts,2020-02-17,Puzzle,0.0,
Real Nightmare 2.0,real-nightmare-20,2020-02-17,Shooter,0.0,
WarFighter,warfighter,2020-02-18,Shooter,0.0,
Beginner Platformer,beginner-platformer,2020-02-18,Platformer,0.0,
Roman Noire Character Sheet,roman-noire-character-sheet,2020-02-18,none,0.0,
Tower of the Flying Samurai,tower-of-the-flying-samurai,2020-02-18,Action,0.0,
Word Champions,word-champions,2020-02-18,Puzzle,0.0,
Bad purple car game,bad-purple-car-game,2020-02-18,Racing,0.0,
I'm alone,im-alone,2020-02-18,none,0.0,
Melon Wake,melon-wake,2020-02-18,Platformer,0.0,
Koala Escape,koala-escape,2020-02-18,none,0.0,
Bunker (Zolotov. M. (ScottDize)),bunker-zolotov-m-scottdize,2020-02-18,none,0.0,
Space Shooter Blast,space-shooter-blast,2020-02-18,Shooter,0.0,
Cardioid,cardioid,2020-02-18,none,0.0,
Small Parts [GGJ],small-parts-ggj,2020-02-18,Platformer,0.0,
Cuff A Curr,cuff-a-curr,2020-02-18,none,0.0,
Re-Pair (Anthonyk),re-pair-anthonyk,2020-02-17,none,0.0,
Echoes of Erynnia,echoes-of-erynnia,2020-02-17,Adventure,0.0,
Smiley's Run,smileys-run,2020-02-17,Racing,0.0,
Island of Pigs,island-of-pigs,2020-02-17,Simulation,0.0,
Memorias,memorias-2,2020-02-20,none,0.0,
ZMSHRZ (Zombie Shooterz),zmshrz-zombie-shooterz,2020-02-20,none,0.0,
Co-Rogues,co-rogues,2020-02-20,Shooter,0.0,
Cyber Hole,cyber-hole,2020-02-20,Puzzle,0.0,
Laqueus Escape - Chapter I.,laqueus-escape-chapter-i,2020-02-20,Adventure,0.0,
Narokoh Run (Team Lamaz),narokoh-run-team-lamaz,2020-02-20,none,0.0,
Covid19,covid19,2020-02-20,Action,0.0,
Holez,holez,2020-02-20,Sports,0.0,
Totally Cool Boys,totally-cool-boys,2020-02-20,none,0.0,
FlexLoveAndRobot,flexloveandrobot,2020-02-20,Adventure,0.0,
Endless Madness,endless-madness,2020-02-20,none,0.0,
Crazy's Nightmare,crazys-nightmare,2020-02-19,Shooter,0.0,
Simoun,simoun,2020-02-20,Racing,0.0,
on the round square,on-the-round-square,2020-02-19,Educational,0.0,
Devastated: Andrew's Dictaphone,devastated-andrews-dictaphone,2020-02-19,none,0.0,
Sprouts,sprouts,2020-02-19,Action,0.0,
Kid tales: The Trilogy,kid-tales-the-trilogy,2020-02-19,Adventure,0.0,
Damned Inconvenient,damned-inconvenient,2020-02-18,none,0.0,
Mushroom Catcher(Mini-game Challenge),mushroom-catchermini-game-challenge,2020-02-18,none,0.0,
OVERWORLD (Philip),overworld-philip,2020-02-18,Simulation,0.0,
Milkdancers World Challenge,milkdancers-world-challenge,2020-02-17,Platformer,0.0,
Robot Collecting Coins,robot-collecting-coins,2020-02-18,none,0.0,
Re Chess,re-chess,2020-02-18,none,0.0,
RPG (Torsten Maier),rpg-torsten-maier,2020-02-18,RPG,0.0,
baldi royale free exclusive editon!!111,baldi-royale-free-exclusive-editon111,2020-02-18,none,0.0,
Assorted Last Thoughts Of A Robot,assorted-last-thoughts-of-a-robot,2020-02-18,none,0.0,
Hanger!,hanger,2020-02-20,Action,0.0,
Idle Prison Manager,idle-prison-manager,2020-01-07,Casual,0.0,
Urban Cards (itch),urban-cards-itch,2020-02-04,Strategy,0.0,
Speed Word Search (Matthew Santiago),speed-word-search-matthew-santiago,2020-02-21,Puzzle,0.0,
the Klept,the-klept,2020-02-20,Action,0.0,
TOGETHER (itch) (AURORA GAMES),together-itch-aurora-games,2020-02-20,Simulation,0.0,
Holey Golf - Brackeys GameJam #3,holey-golf-brackeys-gamejam-3,2020-02-20,none,0.0,
Diaper Dash (itch),diaper-dash-itch,2020-02-20,none,0.0,
Black Hole Escape (Kanton99),black-hole-escape-kanton99,2020-02-20,none,0.0,
Gold Grab,gold-grab,2020-02-20,none,0.0,
Babylon (Kaio Yukio),babylon-kaio-yukio,2020-02-20,Shooter,0.0,
Get the HELL Outta Here!,get-the-hell-outta-here,2020-02-20,RPG,0.0,
Egged,egged,2020-02-20,Strategy,0.0,
BEAT COMPANY,beat-company,2020-02-20,none,0.0,
saudade (viet),saudade-viet,2020-02-20,RPG,0.0,
happy yellow face (joke game),happy-yellow-face-joke-game,2020-02-20,none,0.0,
The Dropper Experiment,the-dropper-experiment,2020-02-20,none,0.0,
Divide (itch) (TrulyDrew),divide-itch-trulydrew,2020-02-20,Adventure,0.0,
Zachs Epic Tutorials 6: WARS AGAINST HUMANITY,zachs-epic-tutorials-6-wars-against-humanity,2020-02-20,none,0.0,
(MV3D 0.4.8) Environment System 1.2.1 (U) Demo,mv3d-048-environment-system-121-u-demo,2020-02-20,none,0.0,
World of Tribitouan,world-of-tribitouan,2020-02-19,Platformer,0.0,
name WIP,name-wip,2020-02-19,RPG,0.0,
Sound fast,sound-fast,2020-02-20,Platformer,0.0,
Castle Of Illvision,castle-of-illvision,2020-02-20,Adventure,0.0,
Isolated: An Exploration of the Mind,isolated-an-exploration-of-the-mind,2020-02-19,Adventure,0.0,
Just Being,just-being,2020-02-19,Platformer,0.0,
Tormented Struggle Within,tormented-struggle-within,2020-01-30,none,0.0,
Levi 3D Demo,levi-3d-demo,2020-02-19,Action,0.0,
challenge dance the hole in the wall_vol_1,challenge-dance-the-hole-in-the-wall_vol_1,2020-02-19,none,0.0,
So You Think You Can Renegade,so-you-think-you-can-renegade,2020-02-19,none,0.0,
blackjack (itch) (osushi),blackjack-itch-osushi,2020-02-19,none,0.0,
Boltronic,boltronic,2020-02-15,Shooter,0.0,
security breach in sector 4 nightmare mode,security-breach-in-sector-4-nightmare-mode,2020-02-14,Shooter,0.0,
The Zombie Apocalypse Game,the-zombie-apocalypse-game,2020-02-16,RPG,0.0,
tiny platform,tiny-platform,2020-02-18,Platformer,0.0,
JOYAS - ANDROID,joyas-android,2020-02-18,Educational,0.0,
Matrix (cmthomas),matrix-cmthomas,2020-02-18,none,0.0,
MAD WORLD,mad-world,2020-02-17,none,0.0,
FancyMisfortune,fancymisfortune,2020-02-17,none,0.0,
Nucleus (itch) (IronWood),nucleus-itch-ironwood,2020-02-17,Action,0.0,
Arenji,arenji,2020-02-17,none,0.0,
Push em All,push-em-all,2020-02-17,none,0.0,
Lost Gems of Condor,lost-gems-of-condor,2020-02-17,Shooter,0.0,
Gelo World,gelo-world,2020-02-17,Platformer,0.0,
The Sniper,the-sniper,2020-02-17,Shooter,0.0,
Giani Potter Si Scula de Haur,giani-potter-si-scula-de-haur,2020-02-16,Adventure,0.0,
Small Town Folks,small-town-folks,2020-02-21,Puzzle,0.0,
Happy Flappy (C64 game),happy-flappy-c64-game,2020-02-21,none,0.0,
squres,squres,2020-02-21,Platformer,0.0,
¡CARRILES!,carriles,2020-02-21,Action,0.0,
Project Hole,project-hole,2020-02-21,Puzzle,0.0,
Sisyphus Chikkin',sisyphus-chikkin,2020-02-21,none,0.0,
Don't shovel me,dont-shovel-me,2020-02-21,Racing,0.0,
Black Hole Avoidance Simulator 3000,black-hole-avoidance-simulator-3000,2020-02-21,Action,0.0,
Maxwell's Challenge,maxwells-challenge,2020-02-21,Educational,0.0,
Plot Hole,plot-hole,2020-02-21,none,0.0,
Star Power (dylanwomack),star-power-dylanwomack,2020-02-21,Platformer,0.0,
Netrunnerr_2,netrunnerr_2,2020-02-21,Action,0.0,
Block (itch) (Teun),block-itch-teun,2020-02-21,Adventure,0.0,
Useless,useless,2020-02-21,none,0.0,
Earthtales,earthtales,2020-02-21,Puzzle,0.0,
AUTOMAZA,automaza,2020-02-21,Puzzle,0.0,
The Killer Ship?,the-killer-ship,2020-02-21,Shooter,0.0,
click the bread,click-the-bread,2020-02-21,Simulation,0.0,
Future Back Beta 3,future-back-beta-3,2020-02-21,Action,0.0,
ArmedArea_chs,armedarea_chs,2020-02-21,Puzzle,0.0,
*BEEP*,beep-2,2020-02-21,Action,0.0,
Crusader,crusader,2020-02-21,none,0.0,
BLACK HOLES (yuvalbe),black-holes-yuvalbe,2020-02-21,Platformer,0.0,
Peluchin Go,peluchin-go,2020-02-21,Platformer,0.0,
Amazing Computer Workshop,amazing-computer-workshop,2020-02-21,Simulation,0.0,
Coin Dash,coin-dash-2,2020-02-21,none,0.0,
Invisibility Sucks,invisibility-sucks,2020-02-21,Action,0.0,
sok-worlds,sok-worlds,2020-02-21,none,0.0,
The Hidden Heroes,the-hidden-heroes,2020-02-21,Educational,0.0,
TMW_x64-x86,tmw_x64-x86,2020-02-21,none,0.0,
Triangle (itch) (In Lakiya Games),triangle-itch-in-lakiya-games,2020-02-21,none,0.0,
Cookies in Space (Lumanl1),cookies-in-space-lumanl1,2020-02-21,none,0.0,
My Baking Dream,my-baking-dream,2020-02-21,none,0.0,
UNLV Brickout,unlv-brickout,2020-02-21,Puzzle,0.0,
The westing video game,the-westing-video-game,2020-02-21,none,0.0,
The End of an Actress,the-end-of-an-actress,2020-02-21,Indie,0.0,
Elementallis,elementallis,2020-02-17,Adventure,0.0,
Circular Shooter (A. Masquelier),circular-shooter-a-masquelier,2020-02-17,Shooter,0.0,
The Closet Door Demo,the-closet-door-demo,2020-02-17,none,0.0,
iVIBRATE - Controller Edition,ivibrate-controller-edition,2020-02-17,none,0.0,
Word Factory,word-factory,2020-02-17,none,0.0,
DAMN DANIEL SIMULATOR,damn-daniel-simulator,2020-02-17,Platformer,0.0,
MadMinds,madminds,2020-02-17,Shooter,0.0,
IT201 Project 1 (AJS259),it201-project-1-ajs259,2020-02-17,Educational,0.0,
One Night at Navy´s,one-night-at-navys,2020-02-16,none,0.0,
Merge Pool 3D!,merge-pool-3d,2020-02-19,Board Games,0.0,
Idle Galaxy,idle-galaxy,2020-02-23,Casual,0.0,
FitLife 3D,fitlife-3d,2020-02-19,Casual,0.0,
POTHOLES!@#$%,potholes,2020-02-23,Adventure,0.0,
Last in the Dark,last-in-the-dark,2020-02-23,none,0.0,
Feed A Hole,feed-a-hole,2020-02-23,Puzzle,0.0,
Floor Holes,floor-holes,2020-02-23,Platformer,0.0,
Hole Mountain,hole-mountain,2020-02-23,Platformer,0.0,
Trapped in a Whole,trapped-in-a-whole,2020-02-23,Platformer,0.0,
Q. W. E. R. T.,q-w-e-r-t,2020-02-23,Puzzle,0.0,
Rouge Digger,rouge-digger,2020-02-23,RPG,0.0,
Whole (Nekotivite),whole-nekotivite,2020-02-23,Platformer,0.0,
Dawn (itch) (Umbra),dawn-itch-umbra,2020-02-23,none,0.0,
Hole Escape,hole-escape,2020-02-23,none,0.0,
The Hole (SirMount),the-hole-sirmount,2020-02-23,Platformer,0.0,
Pain(t),paint-2,2020-02-23,Shooter,0.0,
"Event Horizon (itch) (Alpacalypse, G_Neri96, Mordekai, Pietro Canovai)",event-horizon-itch-alpacalypse-g_neri96-mordekai-p,2020-02-23,Action,0.0,
Hole²,hole2,2020-02-23,Action,0.0,
Gravity Well (itch) (bswan2),gravity-well-itch-bswan2,2020-02-23,Puzzle,0.0,
Jerry Mander: The Rise of Fall of the American Dream,jerry-mander-the-rise-of-fall-of-the-american-drea,2020-02-23,Educational,0.0,
RGB (Voivy),rgb-voivy,2020-02-23,none,0.0,
Covetous (Horrorzone),covetous-horrorzone,2020-02-23,none,0.0,
Into The Depths (TomBuston),into-the-depths-tombuston,2020-02-23,Adventure,0.0,
LOVE IS HELL,love-is-hell,2020-02-23,none,0.0,
Tiefe,tiefe,2020-02-23,none,0.0,
CHIPCODE,chipcode,2020-02-23,Puzzle,0.0,
boxRunner (itch),boxrunner-itch,2020-02-23,Adventure,0.0,
Untitled Mansion Horror,untitled-mansion-horror,2020-02-23,none,0.0,
The Biggest,the-biggest,2020-02-23,Adventure,0.0,
King of Seas [DEMO],king-of-seas-demo,2020-02-23,Action,0.0,
Human platformer,human-platformer,2020-02-23,Platformer,0.0,
Black Hole (itch) (Masterkonni05),black-hole-itch-masterkonni05,2020-02-23,none,0.0,
cartographie (jjjbon),cartographie-jjjbon,2020-02-23,Adventure,0.0,
Qolora Demo,qolora-demo,2020-02-23,Puzzle,0.0,
Snakeformer,snakeformer,2020-02-23,Platformer,0.0,
A Rats Dodgy day.,a-rats-dodgy-day,2020-02-23,none,0.0,
Winter Friends,winter-friends,2020-02-23,Adventure,0.0,
Something Left Behind,something-left-behind,2020-02-23,Adventure,0.0,
Treasure Diver,treasure-diver,2020-02-23,Action,0.0,
Mew Dungeon Of Wonders,mew-dungeon-of-wonders,2020-02-23,Adventure,0.0,
Potential Difference,potential-difference,2020-02-23,Puzzle,0.0,
FromTheDepthOfWell,fromthedepthofwell,2020-02-23,Action,0.0,
Fanmade Card Game,fanmade-card-game,2020-02-23,none,0.0,
Sock City,sock-city,2020-02-23,none,0.0,
Happy Dog Devices For Happy Dogs,happy-dog-devices-for-happy-dogs,2020-02-23,Puzzle,0.0,
Earth,earth,2020-02-23,none,0.0,
Ball Game (itch) (piepie),ball-game-itch-piepie,2020-02-23,none,0.0,
Turbo Mamy,turbo-mamy,2020-02-23,Platformer,0.0,
Plugged,plugged,2020-02-23,Puzzle,0.0,
Bert (Malicex),bert-malicex,2020-02-23,Adventure,0.0,
Down Hole,down-hole,2020-02-23,Platformer,0.0,
Hull Breach (itch) (Braneloc),hull-breach-itch-braneloc,2020-02-23,none,0.0,
Rabbits in Carrotland,rabbits-in-carrotland,2020-02-23,Action,0.0,
Fragmentia,fragmentia,2020-02-23,Platformer,0.0,
Orb Of FantaSea,orb-of-fantasea,2020-02-23,RPG,0.0,
Antithesis Verge,antithesis-verge,2020-02-23,Strategy,0.0,
The Last Savior,the-last-savior,2020-02-23,RPG,0.0,
Agent of H.O.L.E.S,agent-of-holes,2020-02-23,Adventure,0.0,
Fodiuntur,fodiuntur,2020-02-23,Adventure,0.0,
Hole Lifes,hole-lifes,2020-02-23,none,0.0,
All Shall Fall,all-shall-fall,2020-02-23,Platformer,0.0,
"Hey, there's some holes in your story...",hey-theres-some-holes-in-your-story,2020-02-23,none,0.0,
Synonym for Hole,synonym-for-hole,2020-02-23,Adventure,0.0,
Rabbit in a Hole,rabbit-in-a-hole,2020-02-23,Adventure,0.0,
Glimmer of Gold,glimmer-of-gold,2020-02-23,Action,0.0,
Pokemon Snap VR [sorta],pokemon-snap-vr-sorta,2020-02-23,Simulation,0.0,
RETROSPECT (Boats),retrospect-boats,2020-02-23,Platformer,0.0,
Hole Back,hole-back,2020-02-23,Action,0.0,
Sleepy Mole,sleepy-mole,2020-02-23,none,0.0,
The Strange Hole,the-strange-hole,2020-02-23,Adventure,0.0,
Cosmic Keyhole,cosmic-keyhole,2020-02-23,Adventure,0.0,
Carve (itch),carve-itch,2020-02-23,Puzzle,0.0,
Sinkholes,sinkholes,2020-02-23,none,0.0,
PhyMan,phyman,2020-02-23,none,0.0,
Nitelite,nitelite,2020-02-23,none,0.0,
Slime on Hole,slime-on-hole,2020-02-23,Adventure,0.0,
Bullet Hole,bullet-hole,2020-02-23,Action,0.0,
Eskalerra,eskalerra,2020-02-23,none,0.0,
Treasure Finder (Fring),treasure-finder-fring,2020-02-23,Puzzle,0.0,
Dodge the holes,dodge-the-holes,2020-02-23,none,0.0,
Dodge the Box,dodge-the-box-2,2020-02-21,Platformer,0.0,
ChernoBill!,chernobill,2020-02-22,none,0.0,
Down below,down-below,2020-02-23,Platformer,0.0,
The Smith's Revenge,the-smiths-revenge,2020-02-22,Platformer,0.0,
Dominos (1977),dominos-1977,2020-02-21,none,0.0,
Through Holes,through-holes,2020-02-23,Platformer,0.0,
Polar Walk,polar-walk,2020-02-22,Adventure,0.0,
Shooty Online Game,shooty-online-game,2020-02-23,Shooter,0.0,
TURN IN THE 30,turn-in-the-30,2020-02-23,Platformer,0.0,
PONG FOREVER,pong-forever,2020-02-23,Sports,0.0,
KELO IS HERE?,kelo-is-here,2020-02-23,Platformer,0.0,
KILL THEM ALL (Ashk),kill-them-all-ashk,2020-02-21,Platformer,0.0,
Pillow Hero,pillow-hero,2020-02-23,Puzzle,0.0,
Jump Slime Jump!,jump-slime-jump,2020-02-23,Platformer,0.0,
Heart Holes,heart-holes,2020-02-23,Puzzle,0.0,
miner run,miner-run,2020-02-23,none,0.0,
Desert Dig,desert-dig,2020-02-23,Puzzle,0.0,
Hole New Game,hole-new-game,2020-02-22,Adventure,0.0,
DIGGER!,digger-2,2020-02-22,Simulation,0.0,
Hol(e)d The Game Together!,holed-the-game-together,2020-02-23,none,0.0,
META - tactical battle arena,meta-tactical-battle-arena,2020-02-22,Strategy,0.0,
BLACKSTRIKE,blackstrike,2020-02-22,Shooter,0.0,
Mole Galore,mole-galore,2020-02-22,Puzzle,0.0,
Drill,drill-2,2020-02-22,Adventure,0.0,
curseD Demons,cursed-demons,2020-02-22,Adventure,0.0,
Spycrow,spycrow,2020-02-22,Strategy,0.0,
The Virtual UCF Arboretum,the-virtual-ucf-arboretum,2020-02-22,Educational,0.0,
Butcher Bunny,butcher-bunny,2020-02-22,Adventure,0.0,
"Rabbit Hole (GianlucaBianchi, Nillayer)",rabbit-hole-gianlucabianchi-nillayer,2020-02-22,Adventure,0.0,
BounceBack (Pukka Studios),bounceback-pukka-studios,2020-02-22,Action,0.0,
Memories (itch) (1tsTheLuffy),memories-itch-1tstheluffy,2020-02-22,Platformer,0.0,
Someone ruined the fabric of spacetime again,someone-ruined-the-fabric-of-spacetime-again,2020-02-22,Platformer,0.0,
Quilt Thrall: The curse of Joan,quilt-thrall-the-curse-of-joan,2020-02-24,Adventure,0.0,
ORB (itch) (Lolon),orb-itch-lolon,2020-02-23,none,0.0,
Big Blind Boss,big-blind-boss,2020-02-23,Action,0.0,
Brain-cellent!,brain-cellent,2020-02-23,none,0.0,
Splash It!,splash-it-2,2020-02-23,none,0.0,
Red Of Rosa (Betina),red-of-rosa-betina,2020-02-23,Adventure,0.0,
Icequarium,icequarium,2020-02-23,Simulation,0.0,
Reflejos Ninja v0.1,reflejos-ninja-v01,2020-02-23,none,0.0,
Space Adventure (Pre-Alpha Working Prototype),space-adventure-pre-alpha-working-prototype,2020-02-24,Shooter,0.0,
Detours,detours,2020-02-24,Racing,0.0,
A conversation with a robot(demo),a-conversation-with-a-robotdemo,2020-02-24,Simulation,0.0,
Choose Nodes,choose-nodes,2020-02-23,none,0.0,
Shots 'n' Jumps,shots-n-jumps,2020-02-23,Puzzle,0.0,
Hongo,hongo,2020-02-23,Puzzle,0.0,
Platformer thing,platformer-thing,2020-02-23,Platformer,0.0,
Snack or Meal,snack-or-meal,2020-02-23,none,0.0,
RhythMazer,rhythmazer,2020-02-23,none,0.0,
spooky galerie,spooky-galerie,2020-02-23,Adventure,0.0,
Pixel Ball (Dafitius),pixel-ball-dafitius,2020-02-23,Sports,0.0,
Tinybit Dungeon Crawlers,tinybit-dungeon-crawlers,2020-02-23,Adventure,0.0,
Final Quest (itch) (angelsiu),final-quest-itch-angelsiu,2020-02-23,RPG,0.0,
Humans must die!,humans-must-die,2020-02-23,Strategy,0.0,
A wolf's Life,a-wolfs-life,2020-02-23,Adventure,0.0,
"Monsters, team up!",monsters-team-up,2020-02-23,Platformer,0.0,
Adrakadoo,adrakadoo,2020-02-23,none,0.0,
Nice Words,nice-words,2020-02-23,none,0.0,
Noor's Day,noors-day,2020-02-23,Adventure,0.0,
Outbreak (itch) (Argorath),outbreak-itch-argorath,2020-02-23,Platformer,0.0,
Critter Skate,critter-skate,2020-02-23,Sports,0.0,
Healer,healer,2020-02-23,Action,0.0,
Le MMO dont vous voulez être le héros,le-mmo-dont-vous-voulez-etre-le-heros,2020-02-23,none,0.0,
Happy Birthday Tracee,happy-birthday-tracee,2020-02-23,none,0.0,
Dispatch: Héros du Quotidien,dispatch-heros-du-quotidien,2020-02-23,none,0.0,
I'm sorry (Marina Díez),im-sorry-marina-diez,2020-02-23,Adventure,0.0,
CyberCoop,cybercoop,2020-02-23,Platformer,0.0,
levelwater,levelwater,2020-02-23,none,0.0,
Soccer Splat,soccer-splat,2020-02-23,Puzzle,0.0,
Basketball Vacation,basketball-vacation,2020-02-23,Sports,0.0,
Control Potion,control-potion,2020-02-23,Puzzle,0.0,
Scarfy The Penguin,scarfy-the-penguin,2020-02-23,none,0.0,
Aeroblaster,aeroblaster,2020-02-23,Shooter,0.0,
Holey Moley - Complete,holey-moley-complete,2020-02-23,none,0.0,
"Loophole (Sarrixx, Shadowaduro, Claith, TheOriginal201)",loophole-sarrixx-shadowaduro-claith-theoriginal201,2020-02-23,Puzzle,0.0,
Among the Stars (itch) (HuckCG),among-the-stars-itch-huckcg,2020-02-23,Adventure,0.0,
Holey Unprepared,holey-unprepared,2020-02-23,RPG,0.0,
The Ground Is Falling!!!,the-ground-is-falling,2020-02-23,none,0.0,
The Holening,the-holening,2020-02-23,none,0.0,
WHole The Black Hole,whole-the-black-hole,2020-02-23,Shooter,0.0,
Topogenus,topogenus,2020-02-23,Educational,0.0,
Treasure in a hole,treasure-in-a-hole,2020-02-23,RPG,0.0,
Howly,howly,2020-02-23,Shooter,0.0,
Hovelhome,hovelhome,2020-02-23,Action,0.0,
Black Hole Invasion,black-hole-invasion,2020-02-23,none,0.0,
Bullet Holes,bullet-holes,2020-02-23,Shooter,0.0,
Avery Hole in: Journey to the Center of the Hole,avery-hole-in-journey-to-the-center-of-the-hole,2020-02-23,Platformer,0.0,
Holes to Dig,holes-to-dig,2020-02-23,Strategy,0.0,
Dodgehole,dodgehole,2020-02-23,none,0.0,
A Long Way Down.,a-long-way-down-2,2020-02-23,Platformer,0.0,
Donut game w/goose,donut-game-wgoose,2020-02-23,Fighting,0.0,
"Holes (Piotr Zdanowski, f0cu53d)",holes-piotr-zdanowski-f0cu53d,2020-02-23,Adventure,0.0,
Going Deep,going-deep,2020-02-23,Adventure,0.0,
Lucky Dig,lucky-dig,2020-02-23,none,0.0,
They Come from the Hole,they-come-from-the-hole,2020-02-23,Strategy,0.0,
Survive the blackholes,survive-the-blackholes,2020-02-23,none,0.0,
Long Legs,long-legs,2020-02-22,Action,0.0,
Where to dig?,where-to-dig,2020-02-22,Puzzle,0.0,
HOLES (Smally Mouse),holes-smally-mouse,2020-02-22,Puzzle,0.0,
In Between the Space,in-between-the-space,2020-02-22,Puzzle,0.0,
CUBEHOLE,cubehole,2020-02-22,Platformer,0.0,
BlackHole.io,blackholeio,2020-02-22,none,0.0,
Incinerate (Wazowski),incinerate-wazowski,2020-02-22,Shooter,0.0,
RabbitHoles,rabbitholes,2020-02-22,Puzzle,0.0,
